地址,建物型態,訂約日期,樓別/樓高,家具,緯度,經度,備註,租金,總面積(坪),出租型態,房型,租賃期間,屋齡,主要用途
中壢區高鐵北路二段６６號９樓,住宅大樓(11層含以上有電梯),113/09/08,九層/十二層,冷氣、熱水器、洗衣機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,多人共同承租2;租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"16,000",7.00,分租套房,3房3衛,1130908~1140909,1,集合住宅
中壢區高鐵北路二段６６號１０樓,住宅大樓(11層含以上有電梯),113/09/07,十層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"15,000",6.00,分租套房,3房3衛,1130910~1140909,1,集合住宅
中壢區高鐵北路二段６６號１２樓,住宅大樓(11層含以上有電梯),113/09/08,十二層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"17,000",8.00,分租套房,3房3衛,1130908~1140909,1,集合住宅
中壢區興仁路二段２９７巷２４號四樓,華廈(10層含以下有電梯),113/09/06,四層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96378990838771,121.26501985918813,"管理費:1,000元及水電瓦斯皆由承租人負擔。未租賃車位，建物登記含有車位面積;","11,000",20.06,整戶出租,2房1廳1衛,1130906~1140905,31,住家用
中壢區大智街１０號四樓之８０,華廈(10層含以下有電梯),113/09/10,四層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.95333988533667,121.24091320489742,水電瓦斯皆由承租人負擔。續租案件;,"6,600",8.90,獨立套房,1房1衛,1130910~1140909,35,住家用
中壢區興仁路二段９９號五樓之４３,華廈(10層含以下有電梯),113/09/09,五層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,水電瓦斯皆由承租人負擔。,"6,500",9.58,獨立套房,1房1衛,1130910~1140909,18,住家用
中壢區文昌路２２５巷２８弄１５號,透天厝,113/09/09,全/二層,冷氣、熱水器、傢俱,25.004020764798717,121.20786263183359,,"27,000",25.39,整戶出租,5房2廳3衛,1130910~1140909,43,住商用
中壢區中園路３６之１號９樓,住宅大樓(11層含以上有電梯),113/09/27,九層/二十三層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.965543674838784,121.23689610200024,管理費、停車費、水電費、瓦斯費由承租人負擔續租案件;,"14,000",25.91,獨立套房,1房1衛,1131008~1141007,14,住家用
中壢區高鐵南路五段８６２號１４樓,住宅大樓(11層含以上有電梯),113/09/24,十四層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.962609529926972,121.16283946466223,管理費、停車費、水電費、瓦斯費由承租人負擔續租案件;,"15,500",39.19,整戶出租,2房2廳1衛,1131015~1141014,2,集合住宅
中壢區高鐵站前東路一段９９號五樓之６,住宅大樓(11層含以上有電梯),113/09/10,五層/十七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,25.012312165487376,121.2181014563183,,"22,013",28.08,整戶出租,2房2廳1衛,1130910~1140909,3,集合住宅
中壢區興仁路二段６４８巷５６號１１樓,住宅大樓(11層含以上有電梯),113/09/24,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.95771693703018,121.26326385402159,管理費、水電費、瓦斯費由承租人負擔,"15,200",25.85,整戶出租,2房1廳1衛,1131001~1140930,13,住家用
中壢區莊敬路７８３號八樓之１,華廈(10層含以下有電梯),113/09/30,八層/八層,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣、傢俱,24.964645398900643,121.25595955203976,"管理費500元,由出租人負擔","8,500",10.03,獨立套房,1房1衛,1131015~1141014,30,住家用
中壢區月德路１７６巷７號五樓,華廈(10層含以下有電梯),113/09/29,五層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,25.020893551929042,121.18114795448841,社會住宅,"16,000",32.88,整戶出租,2房1廳1衛,1130930~1140929,10,集合住宅
中壢區環西路二段３００巷６之８號,住宅大樓(11層含以上有電梯),113/09/25,一層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96440630583637,121.21283716939358,管理費、停車費、水電費、瓦斯費由承租人負擔,"24,500",30.87,整戶出租,3房2廳3衛,1131001~1140930,13,集合住宅
中壢區溪洲街７之６號五樓,住宅大樓(11層含以上有電梯),113/09/29,五層/十五層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.956274138856855,121.22946077380404,社會住宅,"20,500",37.76,整戶出租,2房1廳1衛,1130930~1140929,16,住家用
中壢區環中東路二段３１２巷１２號二樓,住宅大樓(11層含以上有電梯),113/09/15,二層/十四層,冷氣、熱水器、洗衣機、電視機、傢俱,24.948672045473213,121.2353685084589,管理費:880元及水電瓦斯皆由承租人負擔。,"9,000",17.61,獨立套房,1房1衛,1130915~1140914,25,住家用
中壢區大仁街２５號四樓之６,華廈(10層含以下有電梯),113/09/30,四層/六層,冷氣、熱水器、洗衣機、傢俱,24.956743240040172,121.2411277980676,社會住宅,"7,000",7.39,獨立套房,1房1衛,1130930~1140929,30,住家用
中壢區龍昌路１６１巷１６號２樓之５,公寓(5樓含以下無電梯),113/09/26,二層/三層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.938653402055273,121.2502221370303,,"8,500",7.08,獨立套房,1房1衛,1131010~1141009,14,住家用
中壢區林森路１０８號三樓之１,華廈(10層含以下有電梯),113/09/12,三層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.9449031613064,121.22632044369328,社會住宅  管理費600+水電費由承租人負擔續租案件;,"5,400",14.77,獨立套房,1房1衛,1131005~1151004,26,住家用
中壢區中山東路三段２４９號３樓之１０,華廈(10層含以下有電梯),113/09/25,三層/五層,冷氣、熱水器、電視機、冰箱、有線電視、傢俱,24.942065352443993,121.25069443068948,水費、電費、瓦斯費、網路費由承租人負擔。,"6,000",6.75,獨立套房,1房1衛,1131001~1140930,18,住家用
中壢區執信一街１７３之２８號５樓,華廈(10層含以下有電梯),113/09/11,五層/九層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、傢俱,24.944640163478592,121.22709234981414,水費、電費、瓦斯費、網路費及每月管理費600元整由承租人負擔。,"6,000",9.42,獨立套房,1房1衛,1131010~1141009,26,住家用
中壢區中園路二段１５０號,公寓(5樓含以下無電梯),113/09/10,二層/三層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、傢俱,24.99266919897779,121.23415451061724,"水費、電費、瓦斯費、網路費由承租人負擔。
此物件為共有住戶","16,000",23.79,整戶出租,2房2廳1衛,1130920~1140919,50,住家用
中壢區民權路２２６之５號八樓,住宅大樓(11層含以上有電梯),113/09/30,八層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.960824060179135,121.21768381832682,管理費每個月600元整，水費、電費皆由承租人負擔,"9,900",14.76,獨立套房,1房1衛,1131001~1140930,28,住家用
中壢區龍陵路２１３號２樓,住宅大樓(11層含以上有電梯),113/09/13,二層/十三層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、傢俱,24.935334174883053,121.23146172258573,水費、電費、瓦斯費、網路費及每月管理費2000元整由承租人負擔。,"16,000",27.39,整戶出租,2房2廳1衛,1130930~1140929,7,集合住宅
中壢區吉長街６９號四樓,公寓(5樓含以下無電梯),113/09/08,四層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.94690008066782,121.23113674309872,租金總額含水費;網路費;租賃建物部分範圍，且未計入共有部分面積;,"15,500",12.10,分租套房,3房3衛,1130912~1140911,35,住家用
中壢區華美一路２０１巷１１號二樓,公寓(5樓含以下無電梯),113/09/12,二層/四層,熱水器、傢俱,24.95160829724743,121.26124056939646,續租案件;,"11,000",20.11,整戶出租,3房1廳1衛,1131001~1140930,44,住家用
中壢區延平路３６６號十三樓之１,住宅大樓(11層含以上有電梯),113/09/27,十三層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95969406497128,121.2247430975025,,"9,500",13.75,獨立套房,1房1衛,1131001~1140930,24,住家用
中壢區延平路４９８號十一樓之六,住宅大樓(11層含以上有電梯),113/09/19,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95703286807451,121.22329237167008,管理費:500元及水電瓦斯皆由承租人負擔。,"8,000",7.55,獨立套房,1房1衛,1130920~1140919,31,住家用
中壢區成功路１３３巷１６弄７號,透天厝,113/09/20,全/二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.976313600074093,121.25912355100282,租金總額含管理費;水費;網路費;含增建或未登記建物;,"10,000",11.22,分租套房,13房13衛,1130920~1140930,54,住家用
中壢區衡陽街８５號六樓,華廈(10層含以下有電梯),113/09/26,六層/六層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.949321983579242,121.22964594562833,每月管理費600元由出租人負擔，租金已扣除。,"13,400",35.06,整戶出租,2房2廳1衛,1131020~1141019,30,住家用
中壢區高鐵北路二段６６號１１樓,住宅大樓(11層含以上有電梯),113/09/29,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"17,000",8.00,分租套房,3房3衛,1130929~1141009,1,集合住宅
中壢區民族路五段５２８號十二樓,住宅大樓(11層含以上有電梯),113/09/19,十二層/十五層,冷氣、熱水器、瓦斯或天然氣,24.958479900823036,121.16614180868801,"管理費另計3000元
機車位另計0元續租案件;","21,000",56.52,整戶出租,3房2廳2衛,1131001~1140930,12,集合住宅
中壢區慈惠三街３４號５樓,公寓(5樓含以下無電梯),113/09/23,五層/五層,冷氣、熱水器、瓦斯或天然氣,24.9610488008,121.22442863876232,水費、電費、瓦斯費、網路費由承租人負擔。,"13,500",27.10,整戶出租,3房2廳1衛,1131015~1151014,42,住家用
中壢區高鐵北路二段６６號１１樓,住宅大樓(11層含以上有電梯),113/09/24,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"15,000",6.00,分租套房,3房3衛,1130924~1141009,1,集合住宅
中壢區中山東路三段２４９號４樓之８,華廈(10層含以下有電梯),113/09/25,四層/五層,冷氣、熱水器、電視機、冰箱、有線電視、傢俱,24.942065352443993,121.25069443068948,水費、電費、瓦斯費、網路費由承租人負擔。,"6,000",6.82,獨立套房,1房1衛,1131001~1140930,18,住家用
中壢區榮安十二街６號６樓之３,華廈(10層含以下有電梯),113/09/25,六層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.96158498060518,121.25584428144496,管理費另計500元由承租人負擔,"9,500",11.50,獨立套房,1房1衛,1131001~1140930,30,住家用
中壢區高鐵北路二段６６號１１樓,住宅大樓(11層含以上有電梯),113/09/20,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;其他(有線電視);租賃建物部分範圍，且未計入共有部分面積;,"16,000",7.00,分租套房,3房3衛,1130920~1141009,1,集合住宅
中壢區華勛街１６３巷２６號,公寓(5樓含以下無電梯),113/09/19,一層/五層,冷氣、熱水器、瓦斯或天然氣,24.950046272573434,121.26130659367904,續租案件;,"15,000",21.01,整戶出租,2房1廳2衛,1131005~1141004,32,住商用
中壢區協同街１１０號七樓,住宅大樓(11層含以上有電梯),113/09/16,七層/十一層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.955791983472658,121.23755086145972,管理費另計1500元,"15,000",45.08,整戶出租,3房2廳2衛,1131001~1140930,33,住家用
中壢區金山街２３巷１號三樓,華廈(10層含以下有電梯),113/09/30,三層/九層,冷氣、熱水器、冰箱、傢俱,24.943896409117983,121.22338751319425,每月管理費 2100承租人自付。續租案件;,"19,900",44.01,整戶出租,3房1廳2衛,1131003~1141002,23,住家用
中壢區榮民路８３之１號４樓,華廈(10層含以下有電梯),113/09/27,四層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、傢俱,24.968581984562928,121.26103869337743,水費、電費、瓦斯費、網路費由承租人負擔。,"13,500",31.88,整戶出租,3房1廳1衛,1131001~1140930,30,住家用
中壢區延平路６４１號四樓,公寓(5樓含以下無電梯),113/09/13,四層/四層,冷氣、熱水器、電視機、冰箱、傢俱,24.953414447916025,121.22197863683496,,"16,500",30.62,整戶出租,3房1廳2衛,1130925~1150924,52,住家用
中壢區延平路６４１號二樓,公寓(5樓含以下無電梯),113/09/13,二層/四層,冷氣、熱水器、冰箱、傢俱,24.953414447916025,121.22197863683496,,"16,500",30.62,整戶出租,2房2廳1衛,1130925~1150924,52,住家用
中壢區福壽一街６３號十三樓之３,住宅大樓(11層含以上有電梯),113/09/20,十三層/十四層,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣、傢俱,24.96430691445246,121.23107020419135,管理費另計1600元,"15,400",26.96,整戶出租,3房2廳2衛,1130925~1140924,29,住家用
中壢區中華路一段７４３巷２弄６５號８樓,住宅大樓(11層含以上有電梯),113/09/08,八層/十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.966988960701215,121.24753595164388,,"12,000",14.01,獨立套房,1房1廳1衛,1130908~1140914,11,一般事務所、運動休閒設施
中壢區龍東路４０７號,店面（店舖),113/09/19,見其他登記事項/二層,,24.93362400565331,121.25587563926891,,"40,000",40.69,,,1131019~1161018,48,住家用
中壢區普騰街２６巷２５號五樓之１,住宅大樓(11層含以上有電梯),113/09/25,五層/十一層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.964239827273367,121.25555265134643,"水電費及瓦斯費由承租人負擔
管理費1000元由出租人負擔","12,000",24.32,整戶出租,2房1廳1衛,1131010~1141009,31,住家用
